amount_inr,payment_method,bank,failure_reason,day_of_month,customer_past_failures,customer_tenure_days,is_salary_window,high_value_txn,repeat_failer,actual_recovered,recovery_score,recommended_action,expected_value_inr,reasoning,retry_date,customer_message
1912.23,UPI,IDFC,insufficient_funds,31,5,679,1,0,1,1,0.6991952,RETRY_SCHEDULED,1335.02,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1097.83,Credit Card,HDFC,insufficient_funds,3,2,389,1,0,0,1,0.69917536,RETRY_SCHEDULED,765.58,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1718.44,Wallet,Yes Bank,bank_timeout,14,2,248,0,0,0,1,0.69909865,RETRY_NOW,1199.36,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
172.47,UPI,IDFC,otp_failure,12,0,791,0,0,0,1,0.69909215,RETRY_NOW,118.57,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
393.39,Debit Card,Axis,bank_timeout,10,0,123,0,0,0,1,0.6990153,RETRY_NOW,272.99,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
724.64,Credit Card,Yes Bank,insufficient_funds,24,0,500,0,0,0,1,0.69767433,RETRY_SCHEDULED,503.56,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
2956.67,Netbanking,Yes Bank,insufficient_funds,1,0,339,1,0,0,1,0.69759655,RETRY_SCHEDULED,2060.56,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
612.98,Credit Card,ICICI,bank_timeout,7,1,110,0,0,0,0,0.6973082,RETRY_NOW,425.44,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
659.2,Credit Card,SBI,otp_failure,8,1,763,0,0,0,1,0.6967038,RETRY_NOW,457.27,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
99.64,UPI,IDFC,bank_timeout,15,2,462,0,0,0,0,0.6966432,RETRY_NOW,67.41,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
2017.11,Debit Card,Kotak,bank_timeout,31,1,205,1,0,0,1,0.69593614,RETRY_NOW,1401.78,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
2229.41,Debit Card,SBI,otp_failure,25,2,898,0,0,0,1,0.69538295,RETRY_NOW,1548.29,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
418.05,Wallet,Kotak,otp_failure,24,1,584,0,0,0,1,0.69537205,RETRY_NOW,288.7,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
358.96,Wallet,Yes Bank,bank_timeout,28,0,617,1,0,0,1,0.6950329,RETRY_NOW,247.49,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
575.32,Credit Card,SBI,insufficient_funds,30,0,199,1,0,0,1,0.6948825,RETRY_SCHEDULED,397.78,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
617.94,Debit Card,ICICI,network_error,12,1,853,0,0,0,1,0.6945242,RETRY_NOW,427.17,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
204.87,Credit Card,Kotak,bank_timeout,12,1,220,0,0,0,1,0.69435817,RETRY_NOW,140.25,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
418.82,Credit Card,SBI,otp_failure,17,1,669,0,0,0,0,0.6941123,RETRY_NOW,288.71,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
696.76,Wallet,ICICI,otp_failure,16,0,700,0,0,0,1,0.69365925,RETRY_NOW,481.31,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
2130.56,Netbanking,ICICI,bank_timeout,28,1,423,1,0,0,1,0.6929045,RETRY_NOW,1474.27,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
145.7,Debit Card,Yes Bank,insufficient_funds,31,1,600,1,0,0,1,0.69278955,RETRY_SCHEDULED,98.94,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
804.25,Credit Card,Yes Bank,insufficient_funds,5,1,492,1,0,0,1,0.6917689,RETRY_SCHEDULED,554.36,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
610.27,Netbanking,Kotak,insufficient_funds,2,1,315,1,0,0,1,0.69173217,RETRY_SCHEDULED,420.14,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
245.72,Credit Card,Axis,bank_timeout,10,0,77,0,0,0,1,0.69137317,RETRY_NOW,167.88,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
329.71,Wallet,SBI,otp_failure,15,1,630,0,0,0,1,0.6907206,RETRY_NOW,225.74,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
786.99,Credit Card,PNB,insufficient_funds,24,2,896,0,0,0,1,0.6903266,RETRY_SCHEDULED,541.28,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
516.32,Netbanking,Yes Bank,bank_timeout,20,1,233,0,0,0,1,0.68764,RETRY_NOW,353.04,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
218.66,UPI,HDFC,otp_failure,16,1,688,0,0,0,1,0.68729585,RETRY_NOW,148.28,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
147.56,UPI,IDFC,otp_failure,3,1,27,1,0,0,1,0.68680096,RETRY_NOW,99.34,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
767.52,Credit Card,HDFC,bank_timeout,19,3,730,0,0,1,1,0.6867768,RETRY_NOW,525.11,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1623.65,Wallet,SBI,bank_timeout,3,0,808,1,0,0,1,0.6867285,RETRY_NOW,1113.01,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
6037.75,UPI,HDFC,insufficient_funds,26,1,469,0,0,0,0,0.6859521,RETRY_SCHEDULED,4139.61,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
334.88,UPI,IDFC,insufficient_funds,2,1,203,1,0,0,0,0.6849374,RETRY_SCHEDULED,227.37,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
176.39,Wallet,Yes Bank,otp_failure,8,0,734,0,0,0,0,0.68492246,RETRY_NOW,118.81,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
263.58,Netbanking,ICICI,otp_failure,6,2,487,0,0,0,1,0.6846363,RETRY_NOW,178.46,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
214.83,Wallet,PNB,otp_failure,20,1,779,0,0,0,1,0.6844047,RETRY_NOW,145.03,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
266.23,UPI,Axis,otp_failure,8,0,800,0,0,0,1,0.68399966,RETRY_NOW,180.1,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
124.06,Netbanking,IDFC,insufficient_funds,8,0,395,0,0,0,0,0.6838728,RETRY_SCHEDULED,82.84,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
698.19,Wallet,Axis,otp_failure,29,2,684,1,0,0,1,0.6837022,RETRY_NOW,475.35,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1866.35,UPI,Kotak,otp_failure,23,1,635,0,0,0,1,0.6831313,RETRY_NOW,1272.96,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
292.4,Debit Card,SBI,otp_failure,5,0,314,1,0,0,0,0.6817945,RETRY_NOW,197.36,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
2095.2,Debit Card,Axis,bank_timeout,3,0,344,1,0,0,1,0.68158716,RETRY_NOW,1426.06,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
479.78,Credit Card,SBI,bank_timeout,1,1,741,1,0,0,1,0.6814159,RETRY_NOW,324.93,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
202.77,Credit Card,HDFC,otp_failure,22,2,537,0,0,0,1,0.68029374,RETRY_NOW,135.94,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
631.14,Debit Card,Kotak,bank_timeout,9,3,381,0,0,1,1,0.6800075,RETRY_NOW,427.18,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
4251.33,Credit Card,ICICI,otp_failure,1,2,676,1,0,0,1,0.6798837,RETRY_NOW,2888.41,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
601.69,Wallet,PNB,otp_failure,14,1,800,0,0,0,0,0.6796149,RETRY_NOW,406.92,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
740.78,UPI,Kotak,otp_failure,13,1,586,0,0,0,1,0.67956674,RETRY_NOW,501.41,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
338.19,Wallet,IDFC,insufficient_funds,3,1,530,1,0,0,1,0.67942476,RETRY_SCHEDULED,227.77,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
774.77,Wallet,Kotak,insufficient_funds,4,1,510,1,0,0,0,0.67931163,RETRY_SCHEDULED,524.31,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
599.74,Credit Card,Axis,bank_timeout,18,0,117,0,0,0,0,0.6788806,RETRY_NOW,405.15,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1815.09,UPI,ICICI,bank_timeout,6,3,886,0,0,1,1,0.6784399,RETRY_NOW,1229.43,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
758.65,Wallet,HDFC,otp_failure,16,1,627,0,0,0,1,0.67835015,RETRY_NOW,512.63,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
419.96,Wallet,SBI,insufficient_funds,1,1,741,1,0,0,1,0.67751193,RETRY_SCHEDULED,282.53,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
667.18,Debit Card,Kotak,otp_failure,22,2,739,0,0,0,1,0.67655283,RETRY_NOW,449.38,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
403.88,UPI,Kotak,bank_timeout,1,2,164,1,0,0,1,0.67629427,RETRY_NOW,271.14,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
388.86,Wallet,ICICI,otp_failure,24,2,366,0,0,0,0,0.6761808,RETRY_NOW,260.94,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
338.2,Debit Card,Yes Bank,bank_timeout,5,0,255,1,0,0,0,0.67578125,RETRY_NOW,226.55,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
547.89,Wallet,Axis,bank_timeout,8,3,662,0,0,1,1,0.67556286,RETRY_NOW,368.13,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
950.67,Netbanking,Axis,insufficient_funds,3,0,590,1,0,0,1,0.6753393,RETRY_SCHEDULED,640.02,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
856.08,Credit Card,PNB,otp_failure,20,0,666,0,0,0,0,0.67459387,RETRY_NOW,575.51,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
